"pers.id"	"rate.id"	"eval.id"	"eval.1"	"eval.2"	"eval.3"	"eval.4"	"eval.5"	"eval.6"	"eval.7"	"eval.8"	"eval.9"	"eval.10"	"eval.11"	"eval.12"	"eval.13"	"eval.14"	"eval.15"	"eval.16"	"eval.17"	"eval.18"	"eval.19"	"eval.20"	"eval.21"	"eval.22"	"eval.23"
27	27	3	2	3	2	2	4	3	4	3	3	3	3	4	2	3	3	4	2	4	3	4	4	4	2
27	27	4	5	3	3	3	3	3	4	4	3	4	3	4	3	4	4	3	2	2	4	2	3	3	3
27	27	5	3	3	3	3	3	3	3	3	3	3	3	4	3	4	2	3	2	2	3	2	4	4	2
27	227	1	2	3	2	3	3	2	3	3	1	1	2	4	2	4	2	1	3	2	5	3	3	4	1
27	227	2	3	3	2	1	4	1	3	2	3	3	3	4	2	2	1	2	2	2	1	2	4	3	2
27	227	3	3	3	3	3	2	2	4	3	2	1	1	3	3	3	4	3	2	3	1	3	3	3	1
27	227	4	1	2	3	3	2	2	3	2	3	3	3	3	2	3	2	3	1	1	3	3	1	4	2
27	227	5	2	2	1	3	2	2	4	2	2	1	4	3	3	1	3	3	2	3	3	4	3	3	3
28	28	1	4	3	4	4	3	3	4	3	3	3	3	3	3	3	2	3	3	2	4	4	3	4	4
28	28	2	4	4	3	4	4	3	4	2	4	3	3	4	3	3	3	3	3	3	4	5	3	5	3
28	28	3	2	4	3	4	3	1	3	3	4	3	3	4	3	3	3	4	3	3	4	4	3	3	2
28	28	4	4	2	4	3	3	2	2	2	2	3	3	4	4	3	2	3	2	3	3	4	4	4	2
28	28	5	3	4	3	2	4	3	4	3	2	3	4	5	4	4	3	3	3	2	4	4	3	2	3
28	228	1	3	4	4	4	5	4	4	4	3	3	3	5	5	4	3	4	4	3	4	4	4	4	4
28	228	2	4	4	4	3	4	3	4	4	2	2	4	4	3	2	3	4	3	4	3	4	4	4	3
28	228	3	4	3	4	2	4	3	4	5	3	2	3	4	4	4	3	4	3	5	5	4	3	3	3
28	228	4	4	4	3	4	4	2	4	4	3	3	4	4	4	4	4	4	3	3	5	3	4	5	4
28	228	5	3	4	4	3	4	2	3	3	4	4	4	4	5	4	3	3	3	3	4	3	4	4	4
29	29	1	5	5	5	4	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5
29	29	2	5	5	5	5	5	5	5	5	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5
29	29	3	4	5	4	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5
29	29	4	4	5	4	5	5	4	5	5	5	4	5	5	5	4	4	5	5	5	5	5	4	5	5
29	29	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	4	5	5	5	5	5	5
29	229	1	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
29	229	2	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
29	229	3	5	5	5	4	5	5	4	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5
29	229	4	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	5	4
29	229	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4	5	5	5	5	5	5
30	30	1	4	3	4	3	5	4	5	3	4	2	4	4	4	5	4	4	3	4	4	4	5	4	4
30	30	2	3	3	4	3	5	4	4	4	4	3	4	5	4	4	5	4	3	3	4	5	4	5	4
30	30	3	4	4	4	5	4	3	4	3	4	4	4	5	4	4	4	5	4	5	5	4	4	3	3
30	30	4	4	4	3	3	4	3	5	4	4	4	5	3	5	4	3	4	4	5	3	5	4	5	4
30	30	5	3	4	4	3	4	4	4	5	4	3	4	4	3	5	4	4	4	5	5	5	3	4	5
30	230	1	3	5	3	5	4	3	3	3	3	4	5	4	3	4	3	4	4	4	4	4	4	5	3
30	230	2	3	4	4	4	4	3	4	3	4	3	4	5	4	4	3	5	3	3	5	4	4	3	4
30	230	3	4	3	3	3	3	2	3	4	4	4	3	4	4	5	4	4	3	5	4	4	4	3	3
30	230	4	3	4	4	4	4	3	4	4	5	3	3	3	5	3	3	4	3	3	4	3	5	4	4
30	230	5	4	4	5	4	4	3	4	3	4	5	3	4	5	4	4	4	4	4	3	4	4	4	4
31	31	1	3	4	4	4	3	2	3	3	4	3	4	4	3	4	2	4	4	4	3	4	3	4	3
31	31	2	4	4	4	3	2	3	3	4	4	3	4	4	3	4	4	3	3	4	4	4	3	4	3
31	31	3	3	4	3	2	4	4	3	3	5	3	4	4	3	4	3	4	3	4	4	4	5	4	4
31	31	4	4	5	3	4	3	4	4	3	4	4	4	4	4	4	3	3	3	3	5	4	4	4	3
31	31	5	3	3	3	4	3	2	2	2	4	3	4	4	4	4	3	4	4	3	3	4	3	4	3
31	231	1	3	5	4	3	4	3	5	4	3	4	4	5	5	4	4	4	4	5	5	4	4	5	4
31	231	2	3	4	4	3	5	3	4	4	2	4	4	4	5	3	3	4	4	4	4	4	4	4	4
31	231	3	4	3	5	3	5	4	4	3	4	3	3	4	4	4	3	5	3	4	5	5	4	4	5
31	231	4	3	4	4	3	4	3	3	4	4	5	4	4	4	3	4	4	4	3	4	3	4	4	4
31	231	5	4	4	3	3	4	3	4	4	4	4	4	5	4	4	4	4	3	4	4	4	4	5	3
32	32	1	5	3	4	4	4	3	3	4	3	3	3	4	4	3	3	4	3	3	5	2	4	4	3
32	32	2	4	3	3	3	3	3	4	3	3	4	3	4	5	3	4	3	3	3	3	3	3	4	4
32	32	3	4	4	3	3	3	3	3	4	4	3	3	3	3	4	3	4	2	4	4	4	3	3	3
32	32	4	3	4	3	2	4	4	3	3	1	3	3	4	3	3	3	4	1	3	4	2	3	2	3
32	32	5	3	4	3	4	4	2	4	3	2	4	3	4	4	3	3	4	3	2	3	3	3	4	2
32	232	1	4	4	4	4	3	3	3	4	3	4	4	4	4	4	3	3	4	3	3	3	4	4	3
32	232	2	3	4	4	3	4	4	3	4	3	3	3	5	4	4	3	5	4	4	3	3	4	4	3
32	232	3	4	3	3	4	5	3	3	3	3	3	4	5	3	5	5	4	4	3	3	4	3	5	4
32	232	4	4	4	4	4	5	3	3	2	4	2	3	4	4	3	3	4	4	1	4	4	4	5	2
32	232	5	3	3	3	4	4	3	4	3	3	3	4	4	4	3	3	4	3	4	3	4	4	4	3
33	33	1	4	4	5	4	4	3	4	5	3	4	5	5	3	4	4	3	4	4	5	4	5	4	3
33	33	2	5	4	4	3	3	2	4	4	3	4	4	5	4	5	4	4	4	4	4	4	4	4	3
33	33	3	4	4	5	4	3	3	4	4	4	4	4	3	4	4	4	5	4	4	5	3	5	5	4
33	33	4	5	4	3	5	4	4	4	4	5	3	4	5	3	3	4	4	4	5	5	4	5	4	4
33	33	5	4	4	3	3	4	4	4	4	4	3	3	4	5	4	3	5	3	4	4	5	4	4	3
33	233	1	5	4	5	5	3	4	5	3	4	3	5	5	5	5	3	5	4	5	4	4	5	5	5
33	233	2	4	5	5	5	4	4	4	4	4	5	3	4	4	4	4	4	3	4	5	4	5	5	4
33	233	3	5	4	4	4	4	3	5	5	4	4	4	4	5	4	4	4	4	4	5	5	4	4	5
33	233	4	5	5	4	4	3	4	5	4	4	3	5	5	5	5	3	4	4	4	4	4	5	5	5
33	233	5	5	5	3	4	5	5	5	4	3	3	5	5	5	5	4	3	3	5	5	5	4	4	4
34	34	1	3	4	3	3	5	3	4	5	5	4	4	5	4	5	4	5	3	4	4	5	4	5	3
34	34	2	5	3	4	3	5	4	4	3	5	4	4	5	4	3	3	5	4	4	4	4	4	4	4
34	34	3	4	5	4	4	3	3	5	3	3	3	5	4	5	4	4	4	4	4	4	4	4	4	5
34	34	4	4	5	4	4	4	4	4	4	4	3	3	4	5	4	4	5	3	4	4	4	4	4	4
34	34	5	5	3	4	4	4	3	4	4	5	4	4	4	3	3	4	4	4	4	5	4	4	4	4
34	234	1	5	5	4	4	5	4	4	5	5	5	4	5	5	5	5	5	4	4	5	4	4	5	5
34	234	2	4	5	5	5	5	4	5	4	4	4	4	5	5	5	4	5	4	5	5	4	4	5	5
34	234	3	4	5	4	4	5	4	5	4	4	5	4	5	5	5	3	5	4	5	5	4	5	5	5
34	234	4	4	5	5	5	4	5	5	5	5	5	4	5	4	5	4	5	5	5	5	5	5	5	5
34	234	5	4	5	4	5	5	4	4	5	5	4	4	5	5	5	5	5	4	4	5	5	5	5	5
35	35	1	5	4	3	4	4	3	4	4	4	4	4	5	4	5	3	4	3	4	5	5	4	5	5
35	35	2	5	5	3	3	4	3	3	4	4	3	4	4	5	5	4	5	2	3	5	4	5	5	5
35	35	3	4	4	4	4	5	3	4	4	4	4	3	4	4	4	4	4	3	4	4	4	5	4	4
35	35	4	4	4	5	3	5	4	4	4	3	3	4	4	4	4	3	4	4	4	4	4	5	5	4
35	35	5	4	4	4	3	4	4	4	4	4	3	5	4	4	4	3	5	3	4	4	4	4	3	4
35	235	1	3	4	5	3	5	4	4	5	4	4	5	3	4	4	4	5	4	5	4	5	4	5	4
35	235	2	5	4	5	4	3	3	4	4	4	4	4	5	4	5	3	5	3	4	5	5	5	4	4
35	235	3	4	4	3	5	4	4	5	5	3	3	4	5	5	4	4	4	3	5	4	5	5	4	3
35	235	4	4	4	3	3	4	3	5	4	4	3	3	5	5	5	4	5	4	4	5	5	4	5	4
35	235	5	4	4	4	5	5	4	4	5	4	4	4	5	4	4	4	4	4	4	4	4	5	5	4
36	36	1	5	5	4	4	4	2	5	5	5	4	5	5	4	5	5	5	5	5	5	5	5	5	5
36	36	2	5	4	5	5	4	3	5	5	5	3	5	5	4	5	5	3	4	4	5	4	5	5	4
36	36	3	5	5	4	5	4	3	5	4	5	5	5	5	5	5	5	4	4	5	5	5	5	5	4
36	36	4	5	5	5	4	5	4	5	4	5	5	5	5	4	5	5	5	3	4	5	4	5	5	4
36	36	5	4	4	5	5	5	5	4	5	4	5	5	4	5	5	4	5	4	5	5	5	5	5	4
36	236	1	5	5	5	5	5	4	3	5	5	5	5	5	5	4	5	5	5	4	5	4	5	4	5
36	236	2	5	5	5	4	5	4	5	5	4	5	4	5	5	5	5	4	5	5	4	3	5	5	5
36	236	3	5	5	5	4	5	4	5	4	5	5	5	5	5	5	4	5	4	4	5	5	5	5	4
36	236	4	4	5	4	4	5	4	4	4	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5
36	236	5	5	5	5	4	5	4	5	5	4	4	5	5	4	4	5	5	3	5	5	5	5	4	4
37	37	1	2	1	2	2	2	3	1	1	1	2	2	4	1	2	2	2	1	2	2	1	2	3	1
37	37	2	1	3	3	1	2	1	3	1	1	3	3	2	1	1	2	3	1	2	2	3	1	1	1
37	37	3	1	2	2	1	2	1	1	1	3	2	1	1	3	2	2	1	1	1	1	1	2	2	2
37	37	4	1	1	2	1	3	1	3	2	2	2	1	3	1	3	2	1	1	2	2	1	1	2	1
37	37	5	1	1	2	1	1	2	2	2	1	3	1	3	1	2	1	3	1	3	1	2	2	2	1
37	237	1	2	2	2	2	2	3	3	1	3	1	2	3	2	3	3	2	2	2	2	3	1	3	3
37	237	2	2	2	1	3	3	2	3	2	2	3	3	4	2	2	2	2	1	1	2	1	3	3	2
37	237	3	1	3	2	4	3	1	3	3	3	1	2	3	3	1	1	2	2	2	3	2	3	2	2
37	237	4	3	2	1	2	2	2	3	2	2	1	1	4	3	3	2	1	2	2	2	3	2	1	2
37	237	5	2	3	2	2	2	1	2	3	1	1	2	4	2	1	3	3	1	3	4	1	3	3	2
38	38	1	5	3	5	4	4	4	4	4	5	4	4	5	3	4	4	4	4	4	4	3	4	5	3
38	38	2	4	4	4	3	5	4	4	4	3	3	4	4	5	3	4	4	4	4	5	5	5	4	4
38	38	3	5	4	3	5	4	5	4	4	4	4	5	5	4	4	2	4	4	5	5	4	4	4	4
38	38	4	4	4	4	3	4	3	5	4	4	4	4	5	5	4	4	4	4	3	4	4	3	4	4
38	38	5	4	4	3	4	4	3	4	3	3	4	3	4	3	4	3	4	4	3	5	3	5	5	3
38	238	1	4	3	3	3	4	4	3	3	3	4	5	4	4	3	5	4	3	4	3	2	3	4	3
38	238	2	4	4	4	3	3	3	4	5	3	3	4	4	4	3	2	4	3	4	4	3	4	4	4
38	238	3	4	3	3	3	3	3	3	3	3	3	3	5	4	3	3	3	4	3	4	3	3	4	2
38	238	4	3	3	3	3	4	3	3	3	3	2	3	4	3	4	3	5	3	4	4	3	4	4	4
38	238	5	4	4	3	3	4	3	4	4	3	4	3	4	4	3	4	3	4	3	4	3	4	3	4
39	39	1	3	4	4	3	3	4	4	3	3	4	4	4	3	3	3	3	3	3	4	4	3	4	2
39	39	2	4	3	4	3	4	3	3	4	2	3	4	4	3	3	2	4	3	4	4	3	3	4	2
39	39	3	3	2	3	4	4	2	3	2	4	3	4	4	4	4	3	4	3	3	2	3	4	4	3
39	39	4	4	3	4	3	3	3	4	4	3	3	4	4	3	2	3	2	2	3	4	3	4	3	3
39	39	5	3	3	3	3	3	2	3	3	3	4	3	4	3	4	4	5	3	3	3	2	4	3	3
39	239	1	3	4	3	4	3	2	4	3	3	1	3	3	4	2	3	3	3	3	4	3	3	4	2
39	239	2	3	3	2	4	4	2	3	3	2	1	3	2	4	2	3	3	1	3	3	2	3	4	3
39	239	3	4	3	2	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3
39	239	4	2	3	3	3	4	3	3	2	3	3	3	4	3	3	2	2	2	2	3	3	3	3	1
39	239	5	3	3	3	2	3	1	3	4	3	3	4	3	4	3	2	2	2	3	4	4	3	3	2
40	40	1	4	4	5	4	5	3	5	3	3	4	4	4	5	4	3	4	4	5	4	4	5	5	3
40	40	2	4	4	5	3	5	4	5	4	4	3	5	4	4	5	3	4	3	4	5	4	4	5	3
40	40	3	4	4	3	4	4	4	5	4	4	5	4	4	5	4	5	5	4	3	5	4	5	5	3
40	40	4	5	4	4	4	4	4	4	4	4	4	4	5	4	5	4	4	3	4	5	4	4	4	4
40	40	5	4	5	4	3	5	4	3	4	4	4	3	3	3	5	4	4	3	4	4	4	5	5	4
40	240	1	4	4	4	4	5	4	4	4	3	4	4	4	4	4	5	5	4	3	5	4	5	5	4
40	240	2	4	5	4	4	4	3	4	4	5	4	4	4	5	3	3	4	3	4	5	3	5	4	4
40	240	3	4	4	5	4	4	4	4	4	3	4	3	5	5	3	4	4	4	2	5	4	4	5	4
40	240	4	4	5	4	4	3	4	4	5	5	3	4	4	5	4	4	5	3	3	3	5	4	4	4
40	240	5	4	4	4	3	4	2	3	4	4	4	4	5	3	5	4	5	4	4	5	3	5	5	4
41	41	1	5	4	4	4	4	4	5	5	4	3	4	5	5	4	4	4	4	5	5	4	5	5	5
41	41	2	4	5	5	4	5	5	4	5	5	5	5	5	5	5	3	4	5	4	5	5	4	4	5
41	41	3	3	5	5	4	4	4	5	4	5	5	5	5	3	5	5	5	5	5	5	5	4	5	4
41	41	4	5	4	4	5	4	4	5	5	4	4	5	5	5	5	4	5	4	4	4	4	5	5	5
41	41	5	4	5	5	4	5	4	5	5	4	4	5	5	4	5	5	5	4	5	5	4	5	4	5
41	241	1	4	5	4	4	4	3	5	4	3	2	5	5	5	5	3	4	4	4	5	5	4	5	5
41	241	2	4	5	4	5	5	4	5	5	4	3	4	5	4	4	3	5	5	4	4	4	5	5	5
41	241	3	5	5	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	2	5	5	5	5	5
41	241	4	5	5	5	4	5	4	4	3	4	4	4	5	5	4	5	3	5	4	5	3	4	5	5
41	241	5	5	4	4	4	4	3	4	5	5	5	4	5	4	5	4	5	4	5	5	4	5	5	5
42	42	1	4	4	3	4	4	3	5	3	4	3	4	4	3	4	4	4	3	3	5	5	5	4	4
42	42	2	5	4	5	3	4	4	4	4	4	3	5	5	4	4	3	4	3	5	4	3	4	5	4
42	42	3	4	4	4	3	5	2	5	4	5	3	4	4	4	5	4	3	3	4	3	4	4	5	3
42	42	4	5	4	4	4	4	3	5	4	4	4	4	5	3	3	4	4	3	4	4	4	4	4	3
42	42	5	5	4	2	4	5	3	5	4	4	4	4	4	3	4	4	4	3	4	4	4	4	4	3
42	242	1	2	3	4	3	2	3	3	4	3	3	3	4	3	4	3	3	3	3	4	4	4	4	3
42	242	2	4	3	3	3	4	3	4	3	3	4	3	4	3	4	3	3	3	4	3	4	4	4	4
42	242	3	5	4	4	3	4	3	4	3	1	3	3	4	4	3	3	3	3	4	4	3	3	5	2
42	242	4	3	2	3	4	3	4	3	3	3	3	3	3	5	4	3	3	4	3	4	3	5	4	2
42	242	5	3	4	4	2	4	3	3	3	3	3	3	3	4	3	3	3	4	2	3	4	3	4	4
43	43	1	2	3	3	3	3	2	3	3	2	2	2	2	3	1	3	4	2	3	2	3	2	4	3
43	43	2	4	2	3	2	3	2	2	2	2	2	2	3	3	3	2	3	3	3	4	2	3	3	1
43	43	3	3	2	2	2	2	1	3	3	3	1	3	3	3	3	2	3	2	2	1	1	1	3	2
43	43	4	3	3	4	3	2	3	1	2	3	3	3	3	3	1	3	3	2	3	2	3	3	3	2
43	43	5	3	3	1	2	3	2	3	1	3	2	2	4	3	3	2	2	1	3	3	3	3	3	1
43	243	1	3	1	1	3	3	1	3	1	3	2	1	2	4	3	2	2	1	2	3	2	2	2	3
43	243	2	3	2	2	3	3	2	2	2	2	1	2	3	3	1	2	3	3	3	2	1	2	3	1
43	243	3	2	2	3	2	3	1	3	2	2	2	1	3	1	3	2	3	2	2	3	4	2	2	3
43	243	4	3	4	2	3	1	2	3	2	3	2	2	3	2	2	3	3	3	2	3	3	3	2	2
43	243	5	3	2	2	1	3	3	2	3	3	1	2	3	2	2	2	2	1	1	2	1	4	3	2
44	44	1	4	4	4	4	4	4	5	3	5	4	5	5	5	4	4	5	3	3	5	5	5	4	4
44	44	2	5	4	4	4	5	3	3	4	4	3	4	5	4	4	3	4	5	5	5	5	4	5	5
44	44	3	4	4	5	4	5	5	5	4	5	4	4	5	4	5	5	4	4	4	4	3	4	5	5
44	44	4	5	5	4	4	4	4	5	4	4	4	4	5	4	4	3	4	4	4	5	5	5	5	4
44	44	5	5	4	4	5	4	4	3	4	4	3	4	5	3	5	3	4	3	5	4	4	5	5	4
44	244	1	4	4	3	5	4	3	4	5	4	4	4	4	5	4	5	4	2	3	4	4	4	5	5
44	244	2	4	5	4	4	5	3	4	4	4	4	4	4	4	4	4	5	4	3	4	4	5	4	4
44	244	3	4	5	4	4	3	4	5	4	4	4	4	5	4	3	3	5	4	5	3	5	4	4	4
44	244	4	4	5	4	4	4	3	4	4	5	3	4	5	4	4	3	3	4	5	3	5	5	4	4
44	244	5	5	4	4	4	4	4	3	4	4	4	4	4	4	3	3	5	4	4	3	4	4	5	3
45	45	1	5	5	5	5	5	4	4	5	5	5	5	5	5	4	4	5	4	4	5	4	5	5	4
45	45	2	5	5	4	4	4	5	5	4	5	4	5	5	5	5	5	5	4	5	5	4	5	5	3
45	45	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5
45	45	4	4	5	5	5	5	4	4	4	5	3	5	5	5	5	5	5	5	5	5	5	5	5	5
45	45	5	4	5	4	4	4	4	5	5	5	5	5	5	5	4	4	4	5	5	4	5	5	5	4
45	245	1	5	5	4	5	4	4	5	4	4	4	4	4	4	4	5	5	4	4	4	4	5	5	4
45	245	2	5	4	4	4	5	3	4	4	4	5	4	4	4	5	4	5	4	4	5	5	5	5	4
45	245	3	4	5	5	4	4	4	4	4	4	3	4	5	4	4	5	5	4	5	5	4	5	4	4
45	245	4	4	5	4	5	5	5	5	4	5	4	5	5	4	4	4	4	4	5	4	4	5	5	5
45	245	5	4	5	4	5	5	3	4	4	4	3	4	5	5	5	4	4	5	4	5	5	4	5	4
46	46	1	4	5	4	4	4	4	4	2	4	4	3	5	4	3	2	4	4	4	4	4	4	4	4
46	46	2	4	4	3	4	4	3	3	4	3	4	5	4	4	3	2	4	4	3	5	4	4	4	3
46	46	3	4	4	3	3	4	3	3	4	4	4	3	4	4	3	3	4	4	3	3	4	4	4	3
46	46	4	3	4	4	3	4	3	3	3	4	3	3	4	4	4	3	3	4	4	4	4	4	5	4
46	46	5	3	4	3	4	4	4	4	3	3	3	4	5	3	3	4	5	3	3	4	4	4	5	4
46	246	1	4	3	3	4	3	4	4	3	3	3	3	4	4	3	4	3	3	4	3	4	4	5	4
46	246	2	4	4	3	3	3	4	3	3	4	3	3	4	3	3	3	5	3	3	4	4	3	4	3
46	246	3	4	4	4	3	4	3	3	1	3	2	3	4	3	3	4	4	4	3	4	3	3	4	3
46	246	4	4	4	2	3	4	3	3	3	4	3	4	4	4	4	3	4	3	4	4	3	3	4	3
46	246	5	4	3	3	3	4	2	4	3	4	3	4	4	3	4	3	4	3	3	3	5	4	3	3
47	47	1	3	3	3	2	3	3	3	3	1	2	2	3	3	2	4	3	3	2	3	3	3	3	3
47	47	2	3	3	3	2	4	2	3	2	3	4	2	3	4	3	3	2	2	2	4	1	2	3	3
47	47	3	4	3	3	1	3	3	3	2	3	2	2	3	3	4	3	2	2	3	3	4	3	3	3
47	47	4	3	3	2	2	4	2	1	1	3	3	3	3	3	3	3	4	3	2	2	2	2	4	2
47	47	5	3	4	3	2	4	1	3	3	2	3	3	3	3	3	2	3	2	4	2	2	3	3	3
47	247	1	3	1	1	1	3	3	3	3	2	2	3	4	3	3	3	3	3	3	4	4	4	4	1
47	247	2	2	3	3	3	3	3	3	3	3	2	2	4	3	3	3	4	3	4	4	3	3	3	4
47	247	3	3	3	2	3	2	2	4	3	3	1	3	3	3	3	3	1	2	2	3	3	2	3	4
47	247	4	3	3	2	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	4	3
47	247	5	2	3	3	2	3	3	3	3	4	3	3	3	4	4	1	3	3	3	4	3	3	3	1
48	48	1	3	4	4	3	4	2	4	4	4	3	4	5	3	3	3	3	3	4	5	3	3	4	5
48	48	2	4	4	4	2	4	1	4	3	4	3	4	4	4	4	4	4	3	4	4	4	4	4	4
48	48	3	4	3	3	3	4	4	4	3	4	3	3	3	5	5	4	3	3	4	5	3	4	5	4
48	48	4	4	4	3	3	4	3	4	4	3	3	3	4	4	3	4	4	3	4	4	3	4	4	3
48	48	5	4	4	3	2	4	3	4	4	5	3	3	5	3	4	4	4	3	4	4	4	4	4	2
48	248	1	5	5	4	3	5	4	5	4	5	5	3	4	3	4	4	5	5	4	5	5	4	4	4
48	248	2	4	4	4	4	5	4	4	4	3	3	4	5	5	5	4	4	4	4	3	5	4	4	4
48	248	3	4	4	5	4	4	3	5	4	4	4	3	5	4	4	4	5	3	4	5	4	5	4	4
48	248	4	5	3	4	4	4	3	5	3	5	3	4	4	4	4	5	4	3	4	4	4	4	5	3
48	248	5	5	4	3	4	4	3	4	4	5	3	5	5	4	5	3	4	5	4	5	3	4	3	5
49	49	1	3	4	4	3	3	1	3	2	3	3	3	4	3	4	1	3	3	3	3	3	3	3	4
49	49	2	3	1	4	3	4	3	4	2	3	3	3	3	4	3	3	4	3	3	3	4	3	4	4
49	49	3	3	4	3	4	3	1	4	4	3	3	3	3	3	4	3	4	3	2	3	4	3	3	3
49	49	4	3	3	3	4	3	1	3	2	3	1	3	5	4	4	3	4	3	4	3	4	4	3	3
49	49	5	1	3	4	1	4	1	4	3	2	2	3	3	3	3	4	4	3	3	4	3	3	4	2
49	249	1	2	3	3	4	3	3	3	3	4	3	4	3	3	2	3	4	3	3	3	4	4	4	3
49	249	2	3	3	3	3	3	3	3	4	4	2	2	4	4	1	3	4	4	4	3	4	3	4	3
49	249	3	4	3	3	3	3	3	4	2	4	3	3	5	3	4	3	4	3	3	4	3	3	3	3
49	249	4	3	3	3	3	2	3	4	2	3	3	3	4	4	4	1	4	1	4	3	4	2	4	3
49	249	5	4	4	3	5	4	3	4	4	4	1	3	4	4	3	3	4	4	3	3	4	4	4	4
50	50	1	4	3	3	3	3	3	3	3	3	3	4	5	4	4	4	4	2	3	3	3	3	4	3
50	50	2	4	4	3	2	4	1	3	4	4	3	3	4	3	4	3	3	3	3	4	4	4	3	3
50	50	3	3	3	3	4	4	2	4	3	1	4	3	3	4	4	3	5	3	3	4	4	3	5	3
50	50	4	4	3	3	4	4	4	3	2	3	3	4	4	3	4	4	3	2	3	4	3	4	5	3
50	50	5	3	2	4	4	3	2	4	4	2	2	3	3	3	4	3	4	3	3	3	3	4	3	2
50	250	1	3	3	3	1	3	1	1	2	2	2	1	3	2	2	2	4	3	2	2	3	3	3	2
50	250	2	2	3	2	2	3	2	1	3	1	3	1	2	1	3	3	3	1	2	3	3	2	2	1
50	250	3	3	4	3	3	3	1	4	2	2	2	3	3	3	1	2	2	2	2	1	3	2	3	1
50	250	4	3	2	3	3	3	1	4	4	2	1	3	3	2	3	1	4	1	3	3	2	1	2	1
50	250	5	1	3	2	3	3	2	1	1	1	1	1	3	2	1	3	4	1	1	3	2	3	2	1
51	51	1	4	5	5	4	5	3	4	5	4	4	5	5	5	5	4	5	4	4	4	5	5	4	4
51	51	2	5	5	4	4	4	4	5	5	4	4	5	4	4	5	4	5	4	4	5	5	5	4	5
51	51	3	5	5	4	4	5	5	5	4	4	4	3	5	5	4	5	5	3	4	5	4	4	5	4
51	51	4	3	4	5	4	5	4	5	4	4	4	5	5	5	5	4	5	4	4	5	4	5	5	4
51	51	5	5	5	5	5	5	4	5	5	4	4	5	4	4	5	5	5	4	5	5	5	5	4	5
51	251	1	5	5	5	5	5	4	5	5	4	5	5	5	5	5	5	4	5	4	5	5	5	5	5
51	251	2	5	5	5	5	5	4	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5
51	251	3	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4
51	251	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4
51	251	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5
52	52	1	5	5	5	4	5	5	5	4	5	4	4	5	4	5	5	5	5	5	5	4	4	4	4
52	52	2	5	4	4	5	5	4	5	4	5	5	5	4	4	5	5	5	3	5	5	5	4	4	5
52	52	3	4	4	4	5	5	5	4	5	5	5	5	5	5	5	4	5	5	5	5	4	5	5	3
52	52	4	5	5	4	4	5	3	5	5	4	5	5	5	5	5	4	5	4	5	4	4	5	5	4
52	52	5	5	5	4	4	4	3	5	5	5	5	4	5	5	5	5	5	5	5	5	4	5	4	4
52	252	1	5	5	4	4	5	5	5	4	5	4	5	5	5	5	5	4	5	4	4	5	5	4	5
52	252	2	5	5	4	3	5	4	5	4	4	5	5	5	5	5	5	5	4	4	5	5	5	5	5
52	252	3	5	5	4	4	5	4	5	4	5	4	5	5	4	5	4	4	3	5	5	5	5	5	4
52	252	4	5	5	5	4	4	5	5	4	5	4	5	4	4	5	5	5	4	5	5	5	4	5	5
52	252	5	5	5	4	5	5	4	5	5	5	5	5	5	5	5	4	5	4	5	5	5	5	5	4
53	53	1	5	5	5	4	5	4	5	4	3	4	4	5	4	5	4	4	4	4	5	5	5	5	5
53	53	2	4	5	5	4	5	4	5	3	3	4	4	5	4	5	5	5	3	4	5	5	5	5	4
53	53	3	5	5	4	5	5	4	5	5	4	5	5	5	5	4	5	5	4	5	5	5	5	4	5
53	53	4	4	4	5	4	5	3	5	4	5	4	4	5	5	5	5	5	4	5	5	4	5	5	5
53	53	5	5	5	3	4	5	4	5	4	5	4	5	5	5	4	5	5	4	5	5	5	4	5	4
53	253	1	5	5	4	4	4	3	5	4	5	4	4	4	3	5	3	4	4	4	3	5	4	5	4
53	253	2	5	4	4	4	5	3	5	3	4	4	4	4	4	4	3	5	4	5	4	5	4	4	3
